кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,1263,11.424694708276798,53.681710213776725,13.84238464679461
1,1572,14.219810040705562,8.078880407124682,2.59289505920784
2,1377,12.455902306648575,0.0,0.0
3,1814,16.408864767073723,10.584343991179713,3.919967333605553
4,1766,15.974672094075078,36.69309173272933,13.229889750918742
5,3263,29.516056083220263,99.69353355807539,66.41486320947325
ИТОГО,11055,100.0,,100.0
