кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,4067,36.78878335594754,20.18686992869437,16.76194365046958
1,3281,29.678878335594753,99.60377933556842,66.72111065741119
2,2368,21.42017186793306,4.5608108108108105,2.2049816251531236
3,1339,12.11216644052465,52.35250186706497,14.311964066966109
ИТОГО,11055,100.0,,100.0
