кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,2729,24.685662596110358,3.4811286185415904,1.939567170273581
1,3264,29.525101763907735,99.44852941176471,66.27194773376888
2,968,8.756218905472636,39.66942148760331,7.839934667211106
3,4094,37.033016734509275,28.651685393258425,23.948550428746426
ИТОГО,11055,100.0,,100.0
