кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,8036,72.69109000452283,47.000995520159286,77.11310739077175
1,1982,17.928539122568974,44.349142280524724,17.946100449162923
2,1037,9.380370872908186,23.336547733847638,4.940792160065333
ИТОГО,11055,100.0,,100.0
