cluster,count,percent_of_total,phishing_percent_in_cluster,phishing_share_of_all_phishing
0,1982,17.928539122568974,44.349142280524724,17.946100449162923
1,5782,52.30212573496156,26.945693531649948,31.80890159248673
2,1037,9.380370872908186,23.336547733847638,4.940792160065333
3,2254,20.388964269561285,98.4472049689441,45.30420579828501
TOTAL,11055,100.0,,100.0
