cluster,count,percent_of_total,phishing_percent_in_cluster,phishing_share_of_all_phishing
0,1535,13.885119855269108,45.0814332247557,14.128215598203349
1,5102,46.151062867480775,15.60172481379851,16.25153123723969
2,3257,29.461781999095432,93.64445809026712,62.27031441404655
3,1161,10.50203527815468,31.007751937984494,7.349938750510413
TOTAL,11055,100.0,,100.0
