кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,3262,29.507010402532792,99.6934396076027,66.39444671294406
1,2232,20.189959294436907,7.93010752688172,3.6137198856676194
2,2359,21.338760741745816,4.620601949978805,2.225398121682319
3,1863,16.852103120759836,35.37305421363392,13.454471212739893
4,1339,12.11216644052465,52.35250186706497,14.311964066966109
ИТОГО,11055,100.0,,100.0
