кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,5062,45.78923563998191,30.758593441327537,31.788485095957533
1,3264,29.525101763907735,99.44852941176471,66.27194773376888
2,2729,24.685662596110358,3.4811286185415904,1.939567170273581
ИТОГО,11055,100.0,,100.0
