кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,3264,29.525101763907735,99.44852941176471,66.27194773376888
1,4094,37.033016734509275,28.651685393258425,23.948550428746426
2,968,8.756218905472636,39.66942148760331,7.839934667211106
3,1333,12.057892356399819,0.0,0.0
4,1396,12.627770239710538,6.80515759312321,1.939567170273581
ИТОГО,11055,100.0,,100.0
