кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,9073,82.07146087743102,44.296263639369556,82.05389955083707
1,1982,17.928539122568974,44.349142280524724,17.946100449162923
ИТОГО,11055,100.0,,100.0
