кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,1519,13.740388964269561,45.35878867676103,14.06696610861576
1,2188,19.79194934418815,33.72943327239488,15.067374438546345
2,2456,22.216191768430573,99.47068403908794,49.87750102082482
3,1158,10.474898236092265,31.001727115716754,7.329522253981217
4,3734,33.77657168701945,17.91644349223353,13.65863617803185
ИТОГО,11055,100.0,,100.0
