кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,7107,64.2876526458616,14.8445194878289,21.539403838301347
1,3948,35.7123473541384,97.34042553191489,78.46059616169865
ИТОГО,11055,100.0,,100.0
