кластер,количество,процент от общего,процент фишинга в кластере,доля фишинга от всего фишинга
0,5285,47.806422433288105,27.37937559129612,29.542670477746018
1,3347,30.275893260967887,99.55183746638781,68.0277664352797
2,2423,21.917684305744007,4.911267024349979,2.4295630869742753
ИТОГО,11055,100.0,,100.0
